,0
2155,263.0
2156,263.0
2157,267.0
2158,267.0
2159,267.0
2160,271.0
2161,272.0
2162,270.0
2163,269.0
2164,267.0
2165,266.0
2166,266.0
2167,267.0
2168,277.0
2169,281.0
2170,284.0
2171,284.0
2172,285.0
2173,287.0
2174,292.0
2175,301.0
2176,301.0
2177,300.0
2178,300.0
2179,296.0
2180,292.0
2181,289.0
2182,286.0
2183,284.0
2184,281.0
2185,279.0
2186,272.0
2187,267.0
2188,264.0
2189,261.0
2190,263.0
2191,267.0
2192,270.0
2193,278.0
2194,284.0
2195,290.0
2196,295.0
2197,298.0
2198,298.0
2199,299.0
2200,302.0
2201,303.0
2202,308.0
2203,315.0
2204,323.0
2205,329.0
2206,335.0
2207,340.0
2208,339.0
2209,339.0
2210,328.0
2211,329.0
2212,330.0
2213,327.0
2214,329.0
2215,333.0
2216,332.0
2217,327.0
2218,314.0
2219,311.0
2220,302.0
2221,297.0
2222,292.0
2223,284.0
2224,285.0
2225,290.0
2226,285.0
2227,283.0
2228,278.0
2229,271.0
2230,272.0
2231,269.0
2232,263.0
2233,262.0
2234,256.0
2235,248.0
2236,246.0
2237,245.0
2238,242.0
2239,235.0
2240,225.0
2241,219.0
2242,215.0
2243,209.0
2244,206.0
2245,204.0
2246,202.0
2247,200.0
2248,199.0
2249,201.0
2250,201.0
2251,175.0
2252,163.0
2253,174.0
2254,174.0
2255,175.0
2256,179.0
2257,188.0
2258,209.0
2259,232.0
2260,247.0
2261,254.0
2262,242.0
2263,220.0
2264,207.0
2265,201.0
2266,198.0
2267,210.0
2268,221.0
2269,225.0
2270,229.0
2271,230.0
2272,228.0
2273,227.0
2274,217.0
2275,210.0
2276,205.0
2277,197.0
2278,189.0
2279,184.0
2280,179.0
2281,177.0
2282,177.0
2283,175.0
2284,178.0
2285,181.0
2286,183.0
2287,187.0
2288,197.0
2289,197.0
2290,197.0
2291,198.0
2292,201.0
2293,200.0
2294,189.0
2295,195.0
2296,197.0
2297,196.0
2298,205.0
2299,213.0
2300,225.0
2301,224.0
2302,220.0
2303,215.0
2304,213.0
2305,211.0
2306,208.0
2307,206.0
2308,203.0
2309,204.0
2310,204.0
2311,202.0
2312,198.0
2313,192.0
2314,189.0
2315,198.0
2316,207.0
2317,211.0
2318,214.0
2319,215.0
2320,217.0
2321,211.0
2322,204.0
2323,202.0
2324,202.0
2325,200.0
2326,199.0
2327,197.0
2328,199.0
2329,203.0
2330,197.0
2331,191.0
2332,186.0
2333,184.0
2334,184.0
2335,181.0
2336,180.0
2337,181.0
2338,181.0
2339,182.0
2340,183.0
2341,184.0
2342,181.0
2343,177.0
2344,173.0
2345,172.0
2346,173.0
2347,175.0
2348,176.0
2349,177.0
2350,180.0
2351,180.0
2352,175.0
2353,171.0
2354,168.0
2355,165.0
2356,165.0
2357,167.0
2358,169.0
2359,167.0
2360,167.0
2361,171.0
2362,184.0
2363,184.0
2364,191.0
2365,193.0
2366,193.0
2367,191.0
2368,190.0
2369,191.0
2370,191.0
2371,191.0
2372,193.0
2373,192.0
2374,188.0
2375,195.0
2376,203.0
2377,204.0
2378,198.0
2379,194.0
2380,195.0
2381,202.0
2382,205.0
2383,204.0
2384,205.0
2385,207.0
2386,209.0
2387,210.0
2388,211.0
2389,213.0
2390,212.0
2391,211.0
2392,212.0
2393,213.0
2394,215.0
2395,214.0
2396,213.0
2397,215.0
2398,216.0
2399,218.0
2400,224.0
2401,227.0
2402,228.0
2403,232.0
2404,238.0
2405,243.0
2406,246.0
2407,253.0
2408,256.0
2409,258.0
2410,261.0
2411,263.0
2412,263.0
2413,264.0
2414,267.0
2415,269.0
2416,268.0
2417,267.0
2418,266.0
2419,266.0
2420,269.0
2421,270.0
2422,270.0
2423,269.0
2424,269.0
2425,269.0
2426,273.0
2427,277.0
2428,281.0
2429,283.0
2430,286.0
2431,288.0
2432,289.0
2433,289.0
2434,287.0
2435,287.0
2436,287.0
2437,288.0
2438,288.0
2439,290.0
2440,293.0
2441,295.0
2442,294.0
2443,293.0
2444,292.0
2445,292.0
2446,291.0
2447,292.0
2448,298.0
2449,303.0
2450,301.0
2451,298.0
2452,296.0
2453,294.0
2454,294.0
2455,296.0
2456,303.0
2457,311.0
2458,316.0
2459,289.0
2460,290.0
2461,290.0
2462,286.0
2463,282.0
2464,279.0
2465,276.0
2466,271.0
2467,266.0
2468,265.0
2469,267.0
2470,268.0
2471,263.0
2472,259.0
2473,252.0
2474,250.0
2475,251.0
2476,261.0
2477,274.0
2478,276.0
2479,280.0
2480,286.0
2481,287.0
2482,282.0
2483,279.0
2484,281.0
2485,280.0
2486,280.0
2487,280.0
2488,278.0
2489,278.0
2490,280.0
2491,283.0
2492,283.0
2493,283.0
2494,280.0
2495,275.0
2496,271.0
2497,267.0
2498,266.0
2499,264.0
2500,261.0
2501,258.0
2502,257.0
2503,246.0
2504,242.0
2505,241.0
2506,238.0
2507,238.0
2508,238.0
2509,239.0
2510,241.0
2511,240.0
2512,240.0
2513,237.0
2514,237.0
2515,236.0
2516,234.0
2517,232.0
2518,228.0
2519,225.0
2520,224.0
2521,223.0
2522,220.0
2523,219.0
2524,217.0
2525,216.0
2526,214.0
2527,214.0
2528,210.0
2529,208.0
2530,207.0
2531,206.0
2532,205.0
2533,204.0
2534,201.0
2535,199.0
2536,196.0
2537,192.0
2538,189.0
2539,194.0
2540,189.0
2541,184.0
2542,182.0
2543,182.0
2544,187.0
2545,196.0
2546,204.0
2547,211.0
2548,215.0
2549,219.0
2550,220.0
2551,220.0
2552,215.0
2553,215.0
2554,216.0
2555,220.0
2556,223.0
2557,224.0
2558,225.0
2559,223.0
2560,219.0
2561,217.0
2562,216.0
2563,213.0
2564,211.0
2565,208.0
2566,205.0
2567,201.0
2568,195.0
2569,190.0
2570,189.0
2571,189.0
2572,187.0
2573,184.0
2574,185.0
2575,188.0
2576,187.0
2577,186.0
2578,186.0
2579,185.0
2580,184.0
2581,183.0
2582,182.0
2583,183.0
2584,185.0
2585,181.0
2586,177.0
2587,173.0
2588,170.0
2589,167.0
2590,164.0
2591,162.0
2592,159.0
2593,155.0
2594,152.0
2595,148.0
2596,145.0
2597,145.0
2598,145.0
2599,144.0
2600,141.0
2601,141.0
2602,140.0
2603,138.0
2604,136.0
2605,138.0
2606,138.0
2607,140.0
2608,142.0
2609,145.0
2610,147.0
2611,148.0
2612,147.0
2613,147.0
2614,150.0
2615,148.0
2616,147.0
2617,145.0
2618,146.0
2619,144.0
2620,141.0
2621,139.0
2622,139.0
2623,139.0
2624,137.0
2625,137.0
2626,136.0
2627,136.0
2628,138.0
2629,139.0
2630,140.0
2631,140.0
2632,140.0
2633,141.0
2634,143.0
2635,144.0
2636,143.0
2637,144.0
2638,144.0
2639,145.0
2640,150.0
2641,152.0
2642,153.0
2643,155.0
2644,157.0
2645,159.0
2646,161.0
2647,163.0
2648,166.0
2649,168.0
2650,171.0
2651,174.0
2652,177.0
2653,181.0
2654,184.0
2655,188.0
2656,191.0
2657,194.0
2658,199.0
2659,202.0
2660,207.0
2661,212.0
2662,212.0
2663,213.0
2664,214.0
2665,214.0
2666,215.0
2667,216.0
2668,219.0
2669,220.0
2670,221.0
2671,225.0
2672,229.0
2673,228.0
2674,228.0
2675,229.0
2676,230.0
2677,229.0
2678,228.0
2679,228.0
2680,227.0
2681,227.0
2682,229.0
2683,230.0
2684,231.0
2685,230.0
2686,230.0
2687,232.0
2688,235.0
2689,237.0
2690,238.0
2691,238.0
2692,237.0
2693,239.0
2694,241.0
2695,242.0
2696,242.0
2697,243.0
2698,245.0
2699,248.0
2700,249.0
2701,251.0
2702,253.0
2703,254.0
2704,255.0
2705,256.0
2706,256.0
2707,256.0
2708,257.0
2709,258.0
2710,258.0
2711,259.0
2712,259.0
2713,260.0
2714,261.0
2715,262.0
2716,262.0
2717,262.0
2718,262.0
2719,263.0
2720,262.0
2721,262.0
2722,263.0
2723,263.0
2724,264.0
2725,266.0
2726,268.0
2727,268.0
2728,268.0
2729,268.0
2730,269.0
2731,270.0
2732,273.0
2733,274.0
2734,275.0
2735,278.0
2736,281.0
2737,287.0
2738,288.0
2739,287.0
2740,285.0
2741,284.0
2742,283.0
2743,281.0
2744,280.0
2745,280.0
2746,283.0
2747,285.0
2748,283.0
2749,280.0
2750,278.0
2751,277.0
2752,276.0
2753,275.0
2754,274.0
2755,272.0
2756,270.0
2757,268.0
2758,265.0
2759,
2760,
2761,
2762,
2763,
2764,
2765,
2766,
2767,
2768,
2769,
2770,
2771,
2772,
2773,
2774,268.0
2775,267.0
2776,270.0
2777,270.0
2778,269.0
2779,268.0
2780,267.0
2781,267.0
2782,266.0
2783,267.0
2784,273.0
2785,280.0
2786,281.0
2787,284.0
2788,285.0
2789,288.0
2790,289.0
2791,288.0
2792,286.0
2793,285.0
2794,284.0
2795,286.0
2796,282.0
2797,277.0
2798,272.0
2799,270.0
2800,268.0
2801,265.0
2802,261.0
2803,257.0
2804,255.0
2805,250.0
2806,242.0
2807,237.0
2808,232.0
2809,231.0
2810,229.0
2811,226.0
2812,224.0
2813,223.0
2814,221.0
2815,219.0
2816,217.0
2817,209.0
2818,201.0
2819,195.0
2820,187.0
2821,182.0
2822,178.0
2823,174.0
2824,170.0
2825,168.0
2826,166.0
2827,164.0
2828,161.0
2829,159.0
2830,158.0
2831,159.0
2832,159.0
2833,158.0
2834,155.0
2835,155.0
2836,155.0
2837,155.0
2838,154.0
2839,152.0
2840,147.0
2841,138.0
2842,129.0
2843,119.0
2844,105.0
2845,95.0
2846,88.0
2847,83.0
2848,79.0
2849,77.0
2850,76.0
2851,76.0
2852,77.0
2853,79.0
2854,81.0
2855,81.0
2856,81.0
2857,81.0
2858,79.0
2859,78.0
2860,76.0
2861,73.0
2862,74.0
2863,78.0
2864,84.0
2865,88.0
2866,87.0
2867,88.0
2868,92.0
2869,96.0
2870,97.0
2871,102.0
2872,110.0
2873,114.0
2874,115.0
2875,111.0
2876,110.0
2877,111.0
2878,111.0
2879,111.0
2880,110.0
2881,108.0
2882,107.0
2883,109.0
2884,109.0
2885,107.0
2886,107.0
2887,108.0
2888,110.0
2889,111.0
2890,113.0
2891,114.0
2892,117.0
2893,120.0
2894,120.0
2895,120.0
2896,121.0
2897,121.0
2898,121.0
2899,121.0
2900,122.0
2901,123.0
2902,122.0
2903,120.0
2904,120.0
2905,121.0
2906,123.0
2907,119.0
2908,117.0
2909,115.0
2910,117.0
2911,120.0
2912,123.0
2913,125.0
2914,127.0
2915,134.0
2916,147.0
2917,160.0
2918,173.0
2919,180.0
2920,181.0
2921,177.0
2922,171.0
2923,167.0
2924,164.0
2925,162.0
2926,162.0
2927,163.0
2928,165.0
2929,171.0
2930,178.0
2931,186.0
2932,
2933,
2934,
2935,
2936,
2937,
2938,
2939,
2940,
2941,
2942,
2943,
2944,
2945,
2946,
2947,
2948,
2949,
2950,
2951,
2952,
2953,
2954,
2955,
2956,
2957,
2958,
2959,
2960,
2961,241.0
2962,241.0
2963,244.0
2964,252.0
2965,257.0
2966,262.0
2967,259.0
2968,257.0
2969,258.0
2970,256.0
2971,254.0
2972,251.0
2973,247.0
2974,243.0
2975,242.0
2976,237.0
2977,230.0
2978,225.0
2979,221.0
2980,217.0
2981,215.0
2982,213.0
2983,217.0
2984,225.0
2985,221.0
2986,217.0
2987,213.0
2988,211.0
2989,211.0
2990,211.0
2991,211.0
2992,219.0
2993,224.0
2994,223.0
2995,218.0
2996,210.0
2997,204.0
2998,202.0
2999,200.0
3000,206.0
3001,211.0
3002,214.0
3003,223.0
3004,224.0
3005,231.0
3006,237.0
3007,236.0
3008,237.0
3009,250.0
3010,265.0
3011,258.0
3012,255.0
3013,257.0
3014,259.0
3015,270.0
3016,275.0
3017,273.0
3018,271.0
3019,269.0
3020,268.0
3021,269.0
3022,270.0
3023,276.0
3024,279.0
3025,285.0
3026,287.0
3027,286.0
3028,287.0
3029,290.0
3030,287.0
3031,
3032,
3033,
3034,
3035,
3036,
3037,
3038,
3039,
3040,
3041,
3042,
3043,
3044,
3045,
3046,
3047,
3048,
3049,
3050,
3051,
3052,
3053,
3054,
3055,
3056,
3057,
3058,
3059,
3060,
3061,
3062,
3063,
3064,
3065,
3066,
3067,
3068,
3069,
3070,
3071,
3072,
3073,
3074,264.0
3075,266.0
3076,257.0
3077,259.0
3078,249.0
3079,244.0
3080,244.0
3081,233.0
3082,223.0
3083,221.0
3084,224.0
3085,226.0
3086,226.0
3087,221.0
3088,218.0
3089,215.0
3090,219.0
3091,218.0
3092,217.0
3093,215.0
3094,221.0
3095,220.0
3096,222.0
3097,224.0
3098,230.0
3099,235.0
3100,238.0
3101,236.0
3102,237.0
3103,236.0
3104,233.0
3105,231.0
3106,227.0
3107,230.0
3108,226.0
3109,222.0
3110,223.0
3111,223.0
3112,229.0
3113,233.0
3114,232.0
3115,226.0
3116,226.0
3117,228.0
3118,221.0
3119,219.0
3120,215.0
3121,204.0
3122,199.0
3123,198.0
3124,197.0
3125,201.0
3126,204.0
3127,201.0
3128,203.0
3129,204.0
3130,204.0
3131,197.0
3132,192.0
3133,189.0
3134,194.0
3135,203.0
3136,205.0
3137,203.0
3138,199.0
3139,198.0
3140,197.0
3141,198.0
3142,197.0
3143,194.0
3144,195.0
3145,193.0
3146,195.0
3147,194.0
3148,191.0
3149,192.0
3150,192.0
3151,192.0
3152,193.0
3153,201.0
3154,199.0
3155,194.0
3156,193.0
3157,196.0
3158,192.0
3159,194.0
3160,200.0
3161,201.0
3162,203.0
3163,198.0
3164,195.0
3165,195.0
3166,194.0
3167,193.0
3168,192.0
3169,191.0
3170,191.0
3171,190.0
3172,193.0
3173,193.0
3174,191.0
3175,192.0
3176,191.0
3177,188.0
3178,192.0
3179,192.0
3180,189.0
3181,188.0
3182,191.0
3183,191.0
3184,192.0
3185,187.0
3186,182.0
3187,180.0
3188,179.0
3189,180.0
3190,180.0
3191,182.0
3192,181.0
3193,180.0
3194,179.0
3195,180.0
3196,180.0
3197,179.0
3198,178.0
3199,177.0
3200,178.0
3201,176.0
3202,173.0
3203,170.0
3204,171.0
3205,169.0
3206,165.0
3207,165.0
3208,151.0
3209,151.0
3210,149.0
3211,147.0
3212,146.0
3213,145.0
3214,144.0
3215,142.0
3216,143.0
3217,146.0
3218,149.0
3219,159.0
3220,168.0
3221,171.0
3222,171.0
3223,172.0
3224,167.0
3225,165.0
3226,170.0
3227,175.0
3228,179.0
3229,183.0
3230,186.0
3231,186.0
3232,187.0
3233,190.0
3234,190.0
3235,189.0
3236,188.0
3237,186.0
3238,185.0
3239,183.0
3240,184.0
3241,184.0
3242,183.0
3243,181.0
3244,178.0
3245,176.0
3246,174.0
3247,173.0
3248,173.0
3249,173.0
3250,167.0
3251,163.0
3252,163.0
3253,159.0
3254,155.0
3255,153.0
3256,153.0
3257,155.0
3258,160.0
3259,160.0
3260,158.0
3261,155.0
3262,149.0
3263,143.0
3264,144.0
3265,154.0
3266,158.0
3267,159.0
3268,159.0
3269,159.0
3270,162.0
3271,161.0
3272,162.0
3273,168.0
3274,170.0
3275,172.0
3276,173.0
3277,172.0
3278,167.0
3279,167.0
3280,170.0
3281,171.0
3282,172.0
3283,171.0
3284,170.0
3285,170.0
3286,170.0
3287,168.0
3288,166.0
3289,166.0
3290,168.0
3291,170.0
3292,171.0
3293,172.0
3294,173.0
3295,174.0
3296,176.0
3297,178.0
3298,180.0
3299,182.0
3300,184.0
3301,186.0
3302,189.0
3303,188.0
3304,186.0
3305,185.0
3306,185.0
3307,185.0
3308,186.0
3309,188.0
3310,188.0
3311,192.0
3312,197.0
3313,197.0
3314,196.0
3315,194.0
3316,186.0
3317,182.0
3318,186.0
3319,196.0
3320,196.0
3321,196.0
3322,198.0
3323,200.0
3324,198.0
3325,197.0
3326,201.0
3327,202.0
3328,201.0
3329,195.0
3330,192.0
3331,192.0
3332,192.0
3333,194.0
3334,196.0
3335,196.0
3336,196.0
3337,194.0
3338,193.0
3339,197.0
3340,199.0
3341,198.0
3342,198.0
3343,197.0
3344,198.0
3345,200.0
3346,200.0
3347,200.0
3348,201.0
3349,198.0
3350,
3351,
3352,
3353,
3354,
3355,
3356,
3357,
3358,
3359,
3360,
3361,
3362,
3363,
3364,
3365,
3366,
3367,
3368,
3369,
3370,207.0
3371,206.0
3372,206.0
3373,210.0
3374,218.0
3375,227.0
3376,236.0
3377,245.0
3378,249.0
3379,251.0
3380,249.0
3381,244.0
3382,238.0
3383,230.0
3384,222.0
3385,218.0
3386,218.0
3387,214.0
3388,207.0
3389,203.0
3390,197.0
3391,189.0
3392,178.0
3393,167.0
3394,157.0
3395,149.0
3396,141.0
3397,134.0
3398,127.0
3399,122.0
3400,117.0
3401,113.0
3402,109.0
3403,106.0
3404,102.0
3405,99.0
3406,97.0
3407,94.0
3408,92.0
3409,92.0
3410,90.0
3411,89.0
3412,88.0
3413,88.0
3414,88.0
3415,88.0
3416,86.0
3417,87.0
3418,87.0
3419,86.0
3420,85.0
3421,84.0
3422,84.0
3423,84.0
3424,85.0
3425,86.0
3426,89.0
3427,93.0
3428,97.0
3429,100.0
3430,104.0
3431,110.0
3432,113.0
3433,119.0
3434,125.0
3435,130.0
3436,133.0
3437,136.0
3438,142.0
3439,151.0
3440,156.0
3441,155.0
3442,152.0
3443,156.0
3444,156.0
3445,157.0
3446,161.0
3447,166.0
3448,169.0
3449,174.0
3450,177.0
3451,179.0
3452,184.0
3453,185.0
3454,183.0
3455,186.0
3456,189.0
3457,191.0
3458,193.0
3459,192.0
3460,190.0
3461,191.0
3462,189.0
3463,186.0
3464,182.0
3465,182.0
3466,184.0
3467,187.0
3468,189.0
3469,189.0
3470,188.0
3471,187.0
3472,184.0
3473,181.0
3474,177.0
3475,175.0
3476,175.0
3477,174.0
3478,173.0
3479,172.0
3480,173.0
3481,174.0
3482,175.0
3483,177.0
3484,181.0
3485,187.0
3486,190.0
3487,191.0
3488,191.0
3489,191.0
3490,190.0
3491,189.0
3492,188.0
3493,188.0
3494,188.0
3495,186.0
3496,185.0
3497,184.0
3498,180.0
3499,175.0
3500,175.0
3501,176.0
3502,177.0
3503,178.0
3504,178.0
3505,178.0
3506,181.0
3507,185.0
3508,187.0
3509,191.0
3510,196.0
3511,203.0
3512,209.0
3513,171.0
3514,173.0
3515,174.0
3516,174.0
3517,176.0
3518,176.0
3519,177.0
3520,178.0
3521,176.0
3522,175.0
3523,177.0
3524,178.0
3525,177.0
3526,175.0
3527,172.0
3528,168.0
3529,165.0
3530,163.0
3531,161.0
3532,161.0
3533,161.0
3534,163.0
3535,162.0
3536,162.0
3537,164.0
3538,166.0
3539,169.0
3540,172.0
3541,174.0
3542,175.0
3543,175.0
3544,175.0
3545,178.0
3546,183.0
3547,185.0
3548,187.0
3549,188.0
3550,187.0
3551,188.0
3552,192.0
3553,194.0
3554,194.0
3555,196.0
3556,198.0
3557,199.0
3558,197.0
3559,197.0
3560,198.0
3561,199.0
3562,202.0
3563,203.0
3564,204.0
3565,203.0
3566,204.0
3567,205.0
3568,207.0
3569,207.0
3570,207.0
3571,209.0
3572,210.0
3573,210.0
3574,209.0
3575,209.0
3576,209.0
3577,209.0
3578,210.0
3579,209.0
3580,209.0
3581,211.0
3582,211.0
3583,210.0
3584,207.0
3585,205.0
3586,206.0
3587,205.0
3588,205.0
3589,204.0
3590,203.0
3591,208.0
3592,210.0
3593,211.0
3594,211.0
3595,212.0
3596,213.0
3597,213.0
3598,214.0
3599,215.0
3600,216.0
3601,215.0
3602,214.0
3603,214.0
3604,213.0
3605,212.0
3606,214.0
3607,213.0
3608,210.0
3609,210.0
3610,212.0
3611,212.0
3612,212.0
3613,211.0
3614,212.0
3615,213.0
3616,213.0
3617,212.0
3618,212.0
3619,209.0
3620,208.0
3621,208.0
3622,207.0
3623,206.0
3624,206.0
3625,205.0
3626,205.0
3627,208.0
3628,211.0
3629,210.0
3630,207.0
3631,203.0
3632,200.0
3633,201.0
3634,205.0
3635,204.0
3636,220.0
3637,221.0
3638,219.0
3639,218.0
3640,215.0
3641,214.0
3642,213.0
3643,212.0
3644,208.0
3645,205.0
3646,201.0
3647,201.0
3648,201.0
3649,200.0
3650,199.0
3651,197.0
3652,196.0
3653,196.0
3654,194.0
3655,191.0
3656,188.0
3657,188.0
3658,185.0
3659,178.0
3660,169.0
3661,162.0
3662,155.0
3663,149.0
3664,144.0
3665,140.0
3666,134.0
3667,130.0
3668,129.0
3669,129.0
3670,130.0
3671,130.0
3672,128.0
3673,126.0
3674,129.0
3675,131.0
3676,130.0
3677,131.0
3678,132.0
3679,130.0
3680,129.0
3681,127.0
3682,126.0
3683,124.0
3684,121.0
3685,121.0
3686,121.0
3687,120.0
3688,120.0
3689,121.0
3690,121.0
3691,121.0
3692,122.0
3693,124.0
3694,126.0
3695,127.0
3696,127.0
3697,128.0
3698,127.0
3699,130.0
3700,134.0
3701,134.0
3702,134.0
3703,136.0
3704,136.0
3705,134.0
3706,134.0
3707,136.0
3708,137.0
3709,136.0
3710,136.0
3711,134.0
3712,133.0
3713,137.0
3714,138.0
3715,140.0
3716,141.0
3717,143.0
3718,143.0
3719,143.0
3720,148.0
3721,153.0
3722,154.0
3723,159.0
3724,161.0
3725,157.0
3726,155.0
3727,156.0
3728,155.0
3729,152.0
3730,155.0
3731,159.0
3732,166.0
3733,167.0
3734,163.0
3735,160.0
3736,160.0
3737,160.0
3738,151.0
3739,142.0
3740,156.0
3741,168.0
3742,162.0
3743,163.0
3744,158.0
3745,158.0
3746,159.0
3747,160.0
3748,159.0
3749,161.0
3750,166.0
3751,170.0
3752,164.0
3753,157.0
3754,164.0
3755,164.0
3756,166.0
3757,165.0
3758,161.0
3759,162.0
3760,156.0
3761,152.0
3762,153.0
3763,155.0
3764,158.0
3765,159.0
3766,162.0
3767,167.0
3768,166.0
3769,162.0
3770,159.0
3771,157.0
3772,158.0
3773,160.0
3774,157.0
3775,157.0
3776,167.0
3777,168.0
3778,170.0
3779,168.0
3780,168.0
3781,172.0
3782,180.0
3783,189.0
3784,192.0
3785,193.0
3786,193.0
3787,192.0
3788,191.0
3789,191.0
3790,190.0
3791,189.0
3792,186.0
3793,180.0
3794,181.0
3795,185.0
3796,186.0
3797,184.0
3798,189.0
3799,192.0
3800,193.0
3801,194.0
3802,194.0
3803,197.0
3804,203.0
3805,208.0
3806,209.0
3807,211.0
3808,213.0
3809,216.0
3810,218.0
3811,218.0
3812,222.0
3813,225.0
3814,227.0
3815,226.0
3816,225.0
3817,223.0
3818,223.0
3819,222.0
3820,214.0
3821,207.0
3822,204.0
3823,203.0
3824,203.0
3825,201.0
3826,199.0
3827,199.0
3828,199.0
3829,199.0
3830,199.0
3831,200.0
3832,201.0
3833,201.0
3834,202.0
3835,203.0
3836,203.0
3837,204.0
3838,204.0
3839,201.0
3840,196.0
3841,203.0
3842,208.0
3843,210.0
3844,211.0
3845,212.0
3846,213.0
3847,214.0
3848,214.0
3849,205.0
3850,193.0
3851,188.0
3852,198.0
3853,225.0
3854,217.0
3855,219.0
3856,221.0
3857,222.0
3858,223.0
3859,222.0
3860,219.0
3861,217.0
3862,217.0
3863,218.0
3864,219.0
3865,221.0
3866,219.0
3867,218.0
3868,219.0
3869,218.0
3870,219.0
3871,219.0
3872,218.0
3873,217.0
3874,216.0
3875,214.0
3876,211.0
3877,210.0
3878,208.0
3879,205.0
3880,209.0
3881,217.0
3882,213.0
3883,208.0
3884,205.0
3885,203.0
3886,201.0
3887,197.0
3888,195.0
3889,190.0
3890,181.0
3891,178.0
3892,175.0
3893,174.0
3894,175.0
3895,180.0
3896,201.0
3897,210.0
3898,207.0
3899,237.0
3900,241.0
3901,250.0
3902,267.0
3903,259.0
3904,259.0
3905,257.0
3906,253.0
3907,252.0
3908,250.0
3909,250.0
3910,247.0
3911,244.0
3912,249.0
3913,251.0
3914,253.0
3915,252.0
3916,252.0
3917,250.0
3918,252.0
3919,256.0
3920,261.0
3921,262.0
3922,255.0
3923,251.0
3924,253.0
3925,256.0
3926,256.0
3927,254.0
3928,252.0
3929,247.0
3930,245.0
3931,244.0
3932,252.0
3933,261.0
3934,260.0
3935,256.0
3936,249.0
3937,245.0
3938,241.0
3939,238.0
3940,228.0
3941,223.0
3942,219.0
3943,221.0
3944,217.0
3945,211.0
3946,205.0
3947,193.0
3948,180.0
3949,174.0
3950,185.0
3951,191.0
3952,190.0
3953,185.0
3954,175.0
3955,169.0
3956,164.0
3957,157.0
3958,150.0
3959,143.0
3960,141.0
3961,142.0
3962,141.0
3963,136.0
3964,136.0
3965,133.0
3966,131.0
3967,129.0
3968,125.0
3969,126.0
3970,125.0
3971,123.0
3972,118.0
3973,115.0
3974,113.0
3975,110.0
3976,107.0
3977,104.0
3978,102.0
3979,100.0
3980,101.0
3981,99.0
3982,91.0
3983,78.0
3984,88.0
3985,98.0
3986,102.0
3987,98.0
3988,98.0
3989,107.0
3990,120.0
3991,133.0
3992,148.0
3993,164.0
3994,179.0
3995,194.0
3996,204.0
3997,198.0
3998,179.0
3999,144.0
4000,149.0
4001,152.0
4002,146.0
4003,133.0
4004,142.0
4005,153.0
4006,162.0
4007,163.0
4008,161.0
4009,160.0
4010,162.0
4011,164.0
4012,169.0
4013,172.0
4014,172.0
4015,169.0
4016,165.0
4017,156.0
4018,152.0
4019,151.0
4020,151.0
4021,149.0
4022,146.0
4023,142.0
4024,137.0
4025,138.0
4026,137.0
4027,134.0
4028,132.0
4029,129.0
4030,126.0
4031,124.0
4032,121.0
4033,118.0
4034,112.0
4035,106.0
4036,101.0
4037,97.0
4038,96.0
4039,104.0
4040,121.0
4041,138.0
4042,146.0
4043,154.0
4044,160.0
4045,158.0
4046,148.0
4047,134.0
4048,123.0
4049,120.0
4050,120.0
4051,123.0
4052,123.0
4053,124.0
4054,124.0
4055,122.0
4056,121.0
4057,119.0
4058,117.0
4059,114.0
4060,110.0
4061,107.0
4062,104.0
4063,100.0
4064,97.0
4065,94.0
4066,91.0
4067,89.0
4068,85.0
4069,83.0
4070,64.0
4071,63.0
4072,62.0
4073,64.0
4074,69.0
4075,73.0
4076,76.0
4077,79.0
4078,82.0
4079,84.0
4080,85.0
4081,85.0
4082,85.0
4083,86.0
4084,87.0
4085,87.0
4086,87.0
4087,88.0
4088,88.0
4089,88.0
4090,88.0
4091,89.0
4092,90.0
4093,91.0
4094,92.0
4095,93.0
4096,92.0
4097,86.0
4098,84.0
4099,85.0
4100,85.0
4101,86.0
4102,88.0
4103,91.0
4104,92.0
4105,92.0
4106,93.0
4107,95.0
4108,97.0
4109,98.0
4110,100.0
4111,100.0
4112,101.0
4113,102.0
4114,103.0
4115,105.0
4116,106.0
4117,108.0
4118,109.0
4119,109.0
4120,110.0
4121,111.0
4122,112.0
4123,113.0
4124,115.0
4125,118.0
4126,120.0
4127,122.0
4128,124.0
4129,126.0
4130,127.0
4131,127.0
4132,125.0
4133,124.0
4134,124.0
4135,123.0
4136,123.0
4137,123.0
4138,123.0
4139,123.0
4140,123.0
4141,122.0
4142,124.0
4143,125.0
4144,126.0
4145,128.0
4146,133.0
4147,140.0
4148,146.0
4149,150.0
4150,154.0
4151,157.0
4152,159.0
4153,162.0
4154,164.0
4155,167.0
4156,171.0
4157,173.0
4158,175.0
4159,177.0
4160,179.0
4161,180.0
4162,181.0
4163,181.0
4164,181.0
4165,183.0
4166,184.0
4167,185.0
4168,187.0
4169,188.0
4170,189.0
4171,191.0
4172,192.0
4173,193.0
4174,194.0
4175,195.0
4176,196.0
4177,196.0
4178,197.0
4179,194.0
4180,192.0
4181,195.0
4182,193.0
4183,189.0
4184,181.0
4185,179.0
4186,224.0
4187,221.0
4188,226.0
4189,214.0
4190,223.0
4191,233.0
4192,228.0
4193,217.0
4194,213.0
4195,210.0
4196,191.0
4197,174.0
4198,171.0
4199,179.0
